Username,Review,Rating
Liz,"I'm seriously thinking about returning these.... but I'm also conflicted because I really wanted to like them. They worked great on the first pairing to my computer, the sound was amazing, they fit well and then all of a sudden, they keep cutting out, lagging and they won't charge properly as the manual said they should with the light indicators. When they don't cut out and actually charge, they are decent sound wise but yeah.... if you are looking to connect them to a computer, it's probably not a good idea. Further researching, to troubleshoot, I see that it's actually a known problem with this model of beats buds. So, I'm disappointed.",3.0 out of 5 stars
Florin Chitu,"Expected this to be a decent product mostly based on the brand name, but I was wrong. The biggest problem is that the sound quality is very basic. You could get this from some 20usd non name buds. The box feels and looks cheap and in general the product is not great. Noice canceling is decent.  Either add 100usd and get some good earbuds or save 80 and get the same output from some you can find in your local Target. I returned it 1 day later and now have to wait 30 business days for the money back.",3.0 out of 5 stars
BMO,"I was super excited to see the first pair of true wireless earbuds from beats since 2019, and I was intrigued by the supposedly dual native features between Android and iOS. In the end though, I would have rather paid more for this product and have it include the H1 chip. To be clear, it does integrate better than any old set of bluetooth headphones, but nowhere nearly as good as AirPods(or even devices like the beats flex which use the older W1 chip).Sound quality, which is probably most people's biggest concern, is good. Better than AirPods Pro in my opinion, not by a mile or anything but I prefer the sound of these over AirPods Pro. These are clearly better sounding than the regular, 2nd generation AirPods from 2019. They do sound a little more bass-y than Apple's normal sound, but it's not the older signature of beats where they used to use too much bass.The active noise cancellation features are halfway there, the ANC is almost as good as AirPods Pro. The problem is the ambient mode where it lets in sounds from the outside. This is one of the worst implementations I have ever heard. I don't know how Apple could do so well with this feature on their own headphones and do so poorly on the Studio Buds, but they did. I basically have to take them out if I need to listen to someone talking to me or be aware of my surroundings. No two ways about it, this feature is terrible. I think it's because there are no vents like AirPods have, and they just weren't able to replicate the sound using only the microphones. I think it probably also is due to the Mediatek chip (MT2821-A) that this product is using, their bluetooth chips probably aren't on the same level as Apple or Qualcomm (you would think they would have used Qualcomm over Mediatek).The AirPods like features of these headphones are sometimes almost as good as the H1, other times, the only way you can get the little popup card on screen is if you hold down the pairing button in the case. Switching between devices is not seamless at all, even ones that you have previously connected to. I oftentimes found myself having to select ""forget device"" in the bluetooth settings and then re pair these earbuds. The only thing they are really good at is using them with just one smartphone or tablet and not trying to jump back and forth between devices. They work pretty much like AirPods if you were just using them with your iPhone and nothing else.Pros+Good sound qualityCancels out a decent amount of the ambient noise using ANCGood value for what you getBuild quality is good for $150 (especially when they are on sale)Cons-No automatic play/pause detectionThe transparency mode is just not good, like AT ALLEven for the features that are supposed to work well, the lack of an H1 chip is a huge bummer for Apple usersNo wireless charging on the caseSwitching between devices, even manually, is a frustrating process that doesn't work as it should",3.0 out of 5 stars
3__Cats,"I like these for listening to music and audiobooks, but they’re terrible for phone calls. I’ve tried to use these for calls, but if there’s any background noise the other person can’t hear me over the background. Ex. road noise or at the grocery store. If I’m in my house or car with silence in the background it’s not a problem, but if there’s any noise I can’t use them. It doesn’t matter what the sound setting is on the ear buds either. Very frustrating.",3.0 out of 5 stars
Bhold,I am very disappointed with the max volume output of these headphones.  For $150 I had much higher expectations but I will likely be returning these because it’s too annoying to have them on maximum volume and feel like that’s probably only 70% of my other headphones volume.  When I have my beats headphones on 50% it is extremely quiet… the difference from 50% up to 100% seems like it only get maybe 15% louder.Not worth the price.,3.0 out of 5 stars
The Gamer King,These headphones are okay and for the price they not worth the price tag. There cheaply made. The sound is mid. After couple uses I notice that the seal near the b in the ear buds are breaking. ANC is terribleIt works well with iOS devices the buds sound the best on Apple Music. The colors that it comes in are nice shades. I these headphones are best bought on sale below the 99 dollar sale mark.,3.0 out of 5 stars
Jamie,"My AirPods started acting up and were just outside the window for the recall. I bought these on sale and thought they would be a good substitute since Apple owns them now. When they actually connect, they are pretty good. But I have to reconnect them to Bluetooth several times a day. They are not nearly as user friendly as AirPods so I’m retuning them. If you have have had AirPods for a long time, these are quite the adjustment and the annoyance of having to reconnect constantly is not worth the savings to me.Music quality was fine but I’m not super picky or knowledgeable about the nuances of music quality. They sound fine. The noise cancelling feature is good. The case is so rounded that I dropped it a lot and had to buy a bulky case to give it some texture.",3.0 out of 5 stars
Derek,"Me personally didn't like them and returned them. I like the option when there in ur ear. U can turn off the noise cancelation! That's really cool. What I didn't like was working out and the Buds fall out of my ear. I even tried the smaller bud set and they still fell out. I bought cheap ear Buds (20$) as a backup pair, workout with them and thru stay true in my ear.",3.0 out of 5 stars
J. Murphy,"When you twist it down in the earlobe to make a snug fit, they suction your eardrum slightly, a bit similar to when an ENT is trying to clear wax out of the canal. Most people might not mind, but it feels unpleasant for me.The sound is average, not as good as Bose in my opinion.They are lightweight, I like that they don’t feel heavy or clunky in the ear.",3.0 out of 5 stars
Marquette,"I bought these in August. They were great for a while but by November they barely work. The right one has the horrible noise, no one can hear me when I use them for phone calls. They only last about a hour or so before they die. They started out great but didn’t last long. They are very comfortable and I have almost no ear pain from them, just wish they lasted longer.",3.0 out of 5 stars
Simcha Weissman,"I ordered these as a replacement for AirPod pros, hoping to save some money. Overall, the product was solid, with a comfortable fit and good sound quality. I did run into two issues. First, when putting the ear bud in, it is wry hard to avoid pressing the pause/play button. Not a fatal flaw, but still a minor inconvenience nonetheless.The second, more glaring issue was the performance of the active noise cancelling. I went for a jog using them, but the sound of my steps were greatly amplified by the ANC system, and it was as enough that I had to shut the ANC off.Ultimately I decided to return these because of the issues with the noise canceling, but they are nonetheless a solid option for people who do not intend to use them while working out.",3.0 out of 5 stars
Amazon Fan Lady,"The charge on my AirPods Pro Buds doesn't last the entirety of my long-haul flights or overnight if I wear them to sleep. Buying a 2nd set of AirPods to always have a charged pair on hand seemed excessively expensive and indulgent. These Beats Studio Buds do the trick for less than 1/3 the price of my AirPods. For my purposes, the Beats Studio Buds work out great.The sound quality and noise-cancelation features of the Beats Studio Buds are just a step down from my noise-canceling AirPods Pro Buds. With the Beats Studio Buds, I hear a little more of what's happening around me which is disappointing, hence the 3 stars. However, I wouldn't give the AirPods Pro noise canceling feature more than 4 stars. Neither brand of Buds holds a candle to my Beats over-the-ear noise-canceling headphones. For sound quality, I get some weird feedback if I'm laying down and the Beats Buds rub against my pillow, whereas I've never had that problem with the AirPods Pro, hence 4 stars for Beats Buds vs. the 5 stars I would give to the AirPods Pro. The battery life is almost identical for both brands, which IMO is subpar in both brands of Buds, so I would give them both 3s. I would rather have slightly larger buds that held a charge longer than the tiny buds I'm constantly searching for when I drop them on the floor or into various crevices.The charge on both brands of Buds lasts about the same amount of time, which equates to about 4-5 hours of usage per set. For my very long-haul flights of 10-15 hours plus airport time, my Airpods are recharged again by the time my Beats run dry, and then my Beats are recharged if the 2nd Airpods charge gives up. Most planes have USB ports, but I have yet to find one that does more than trickle charge, which means my iPhone must get the USB port so it doesn't die when I'm watching shows, listening to music and podcasts, or reading on my Kindle app. So I can't recharge my Buds of either flavor while I'm using my phone. Fortunately, the charged-up cases get one set of buds back in action by the time the other set dies, and I can often get enough of a 2nd recharge on my Airpods to last until I reach a 'real' recharging location.",3.0 out of 5 stars
J - RobiMunoz,The quality is great!  The sound quality is great!  The Beats come with several different sizes for input into the ear …. they all are too large for my ears.  If I want to keep them inputted I have to cover my ear to help hold the buds in place.  When I do the previous to keep them in my ear that starts to hurt my ears.,3.0 out of 5 stars
Emily W,"Let me state from the outset that I have not had these ear buds long, but I have no complaints about the sound quality.  I am undecided whether to return these ear buds, because they won't stay in my ears.  I am continually searching the floor for one of the buds.  I have a pair of wired ear buds from Apple that came included with a product at no extra cost, and when one of these buds falls out, it falls into my lap attached by a wire to either the sound source or to my other ear.  Perhaps my ears are not designed for ear buds.  If you have trouble in general with other ear buds falling out, you're likely to have the same trouble with these.",3.0 out of 5 stars
Shannon,Sound is great was really quiet when all the way up but when you put both in you can hear fine even tho it isn’t loud. The small ear piece tips are still too big so they fall out if my ears constantly. Just ordered some covers that will hopefully help them stay in my ears. Isn’t worth the money I spent tbh,3.0 out of 5 stars
Amazon User,"PROS:1. AMAZING sound quality. Once I farted in the office. I was thinking it was a little harmless quiet fart but people around me heard it. They looked at me and were laughing. The amazing sound quality of this product was to blame and also that burito bowl.2. I like the red color, the design is cute and luxurious. I also can easily find them with the red color.3. Connectivity is more than I expected. Unlike my old earbuds, this don't have connectivity problem. Once you pair it with your phone, it stays paired. You don't have to do it manually from the Bluetooth settings.CONS:1. Expensive. My last earbud was a pair of JBL headphones, it offered almost similar qualities with 60% less price. But that headphone sound quality and connectivity was terrible.2. Noise cancelation sucks. I always get complaints when i'm outside and talking to phone. People on the other side of the line can't hear me.3. battery life is only like 16 to 18 hours.4. After a 20' distance, you loose Bluetooth connectionMixed feeling:I like it that it's small and seamless, however it will hurt your ear lobes and even inner ears if you has small ears. I still struggle with this. But I like how it's in my ears without even the feel of bulky headphones.",3.0 out of 5 stars
Halle,"These earbuds have great sound quality, but the fit and design are not the best. It’s not a touch to pause/play feature, it’s a literal button. Any effort to adjust your earbuds results in whatever you’re listening to to pause. Also, if you pause and then take out the earbuds, often times you’ll bump the button again and it will start playing without your knowledge. If you put them back in the case, it will pause again, but if not then it will continue to play until you notice it.Also, the earbuds become loose and nearly fall out if I am chewing or if I am sweaty.Nice earbuds though, just wish the design was a bit better. I bought these to replace my apple AirPod pro 2’s. The sound quality was much better, but the features did not work as good.",3.0 out of 5 stars
Kassaundra,The sound is very good but the ear buds even though I had in the smallest ear silicone for the buds if I chewed they feel out if but in a tight fit they still kept falling out I do not want to risk the chance of loosing one or both of them,3.0 out of 5 stars
FoxMike,"So let me start by saying the build quality of these in ears and their case are top of the line. They feel and look very high quality. The tactile feel of the buttons are perfect. The position of the buttons did not, however, work for me. This is not a critical comment but merely a statement of fact about what I needed. I often wear my in ears when I am sleeping and I am a side sleeper. When your head presses on the pillow it activates the buttons leaving you with either full volume or no volume(if that is how you set up your button functionality). Again, not a negative comment, just a limitation for how I use mine. Now, to why I only gave them two stars for sound quality. Some background. I own a pair of over the ear Sony WH-100XM3 over the ear headphones. I also own an old set of Skullcandy Method in ears and Raycon Everydays. These are what I judge these Beats against. First of all, nothing comes close to the sound quality of the Sonys. They are a phenomenal set of headphones with a very robust supporting app and I recognize that and take it into account when looking for new in ears. When I first received the Beats I downloaded the app and updated the firmware so everything was up to date. When I played them they were very flat in bass response. Almost tinny if that makes sense. As I dug into the app I noticed they were in noise cancelling mode so I turned that off. Marginally better bass response. So I dug around in the app to try and find an equalizer to adjust. Nothing...So I went into Apple Music and attempted to adjust the equalizer and didn't have much success making the sound better. I was so disappointed I went out and bought a pair of Skullcandy Indy Evos to see if I could get better sound out of a set of in ears half the price....and I did. They were much better sounding. Nothing approaching the Sonys but much better than the Beats. The reason I bought these was to replace my Raycons that I dropped on our wood floor making them sound like they had blown speakers(guess I jarred something loose inside the buds.) I loved the Raycons but that was the second issue I had with a set of Everydays so I won't buy the brand again. I'm too hard on them. With that said, I believe if I would have dropped these Beats I don't think it would have affected them at all. The build quality is very good. They feel incredibly solid and the case feels the same. Unfortunately their sound quality just isn't what I(and I stress the I here. Many people have given these high ratings) would expect from a $120 set of in ears. I hope this helps someone. Again, these Beats have received high ratings so maybe I am just the outlier. Good luck.",3.0 out of 5 stars
Onyx B.,"This product has a lot of problems. I was looking for a good pair of earbuds that also had noise cancelation. What I got was definitely a mixed bag. The first complaint I have is that the earbud sizes are much too large. I know that might not be the case for some people, but I just can't imagine them fitting anyone as all three sizes provided are large, with each larger than the next. This became even more of a problem when the noise cancelation just stopped working. There doesn't seem to be a difference between transparency mode and turning the modes off, and since the noise cancelation doesn't work anymore, I have modes turned off. That really devalues the app itself. The noise cancelation worked great when it did work, even with the earbuds themselves not completely fitting. I got these on sale around Christmas time 2022 and that is one of three things that keeps this review from being two stars.  The second thing is that the sound is good. It would be even better if there had been some smaller sizes available. The third thing is that the battery life is exceptionally good. The product is still useful, albeit at a diminished capacity, so I feel like this product should be in-between two and a half stars and three, but that's not possible. I've bought a lot of cheap earbuds and it's sad to say that their features lasted longer than these. Except Raycons. These are still better than Raycons.",3.0 out of 5 stars
SuzieCastle,"I bought these to use for music, videos and phone calls. I loved them but they didn’t work for me since they only last between 2-4 hours. I was expecting at least 5-6 hours although they say 8 hours. I’m returning and would like to try the headphones next.",3.0 out of 5 stars
Amazon Customer,I keep threatening to send these back. The don’t seem to be any better that the earbuds I only paid $20 for. The battery life is not anything like as described. Sometimes they don’t even want to connect to my phone. I had such high hopes for these things.,3.0 out of 5 stars
Sergio,"Al hacer llamadas si hay viento la persona con la que hablas no te escucha bien.Aunque le cambies las diferentes gomas que trae es muy fácil que se caiga de la oreja , así perdí uno del par , se cayó a la Alcantarilla.",3.0 out of 5 stars
Seuss2,"They do everything they should except stay in my ears!! I had to watch a tutorial to figure out what I was doing wrong, and they still don't feel secure. I have Bose, non wireless and wanted to upgrade without spending too much money.",3.0 out of 5 stars
BlackCat13,"I love the sound it puts out along with the noise-canceling feature. The hate for them lies in the fact they are so small they become hard to put in, and they are hella problematic due to popping out from the slightest movement.",3.0 out of 5 stars
Jeremy Erickson,"First things first, it took forever for me to get these. When the box came it was smashed and looked like someone had opened it. Next these things do not fit or stay in my ears at all. Going to have to find something to help keep them from falling out. The sound quality is not bad at all. I would suggest that if you have to pay full price for these don’t do it. I bought these 50% off and would not pay a dime more. This is just my opinion but next time I will go with something way different",3.0 out of 5 stars
nat,"Pleaseeeee someone tell me why it won’t stay in, I’ve tried all 3 sizes, the left sits perfectly w no problem but my right ear falls out every second, if I can’t fix this I need to return them, help me pls",3.0 out of 5 stars
Tom Stephens,"Disappointed in the sound quality. Tinny, lack of bass and no way to adjust the sound quality. That is the first and foremost issue. When I play the same song on my headset, sound quality is like night and day. Headset slays this product.2nd issue is the buds are slippery as can be. some finger grip mechanism should have been part of the design. I can imagine that I will lose one of them and then I am screwed.These are 2 major issues for me and I can't fix them. Result returning the product.",3.0 out of 5 stars
MarkyMark,Tried the two largest ear cups. Neither provided a secure fit. Constantly had to keep pushing earbuds into my ear. Not easy to determine proper angle for best insertion.Prior Sonys had no issues.,3.0 out of 5 stars
Performance tech automotive,What I liked the sound is fair enough the case is good they connect to phones easily and the battery life is respectable what I don’t like is they don’t have ear detection like air pods do I personally have a iPhone so it’s nice when you take out air pods that they stop playing music and or if your having a conversation they automatically switch back to the hand set the beats you have to manually turn them off which isn’t the end of the world just a little inconvenient,3.0 out of 5 stars
Corey,As far as volume is very good the noise Cancelation is good it lowers all outside sound good ear piece. But want stay in ya ear unless u have a beanie cap,3.0 out of 5 stars
Matt Ridgway,"The left ear is kind of finicky, and if the music is too loud in the cab, it’s just sends a bass sound through your left ear, so I got broken set",3.0 out of 5 stars
Trev,"Excellent quality in every aspect. My only complaint is that they die fast. Dontpursel6a favor, go get some Samsung Galaxy Pro 2 buds. Amazing quality and last for days.",3.0 out of 5 stars
Not worth the hype,"Sounds is very low expected much more volume and bass for this brand and price, packaging was okay plus they give you extra rubber ear pieces 🤷🏽‍♀️",3.0 out of 5 stars
667,"I do like the features these ear buds provide especially the noise cancellation. Works well when I mow the lawn. However, these do fit snug in my ear but they fall off constantly when I move around.",3.0 out of 5 stars
Showasky in the sky,Well for the price they could be better they just okay nothing like the originals.. For having the beats logo should be better it's just okay,3.0 out of 5 stars
Item is perfect but driver left package inside open garage instead of basket at the front door. Package almost hit by closing garage door.,Package left inside garage in the way of garage door. Could’ve been damaged or crushed if door had come down. But the product is perfect otherwise.,3.0 out of 5 stars
Lauren Callister,I love the color but was very disappointed because they really aren’t noise cancelling. Yes they have a “noise cancelling” setting but I can still hear people talking. The only way I don’t hear others is by turning the volume all the way up and then I won’t be able to hear anything cause I’ll be deaf. I have a $20 pair of headphones that cancel noise better than these. They’re definitely not worth what I paid for them.,3.0 out of 5 stars
Rej,"This was my first experience with anything ""Beats"" related. As such, I think I had an elevated expectation of what they should have been, which may have played a factor in my expectations, be it unrealistic or not.The look is outstanding. Love the colors, love the concept of the ""twist"" into the ear canal, love the ACTUAL button click to perform functions vs. a touch sensitive ""tap"" that goes haywire with all the other brands.Sound quality was decent, though I wish I had more control over the equalizer, as the presets were way off.What I was hoping they'd be was a better performing ANC earbud. Despite the different sized earbud tips, I never could find one that just ""fit"" how it seemed they should. Using them in the gym, I felt like I had to crank up the volume just to drown out even the background music (which isn't terribly loud). If you had to guess what mode it was in, there really wasn't much difference between the ANC/transparent modes. Also, if there were anything close to my left earbud, I'd get all sorts of feedback noises- presumably it was messing with the microphone or ANC intake.Again- if it were just on the basis of a decent earbud, I think it'd be ok, just not ok for something with the Beats name, or in the $100 range. I can get that kind of quality out of the knock off $30 models here.",3.0 out of 5 stars
Samantha W.,These are okay but they skip so much no matter how many times I disconnect and re-pair them to my phone. Pretty annoying.,3.0 out of 5 stars
Jordan Nash,"i bought these while they were on sale because my airpod pros seemed to be on their last leg. while i loved my airpods, i didn’t want to spend that kind of money on earbuds that would only last about 2 years. i decided to give these a go as beats are known for their sound quality. within a few days of receiving them, i had to order a replacement for connectivity and playback issues. when my replacement came, i released these connectivity issues were just poor product quality and the headphones inability to connect when your phone is in a pocket or not in clear shot of you. i took too long to return them for a full refund so i’m stuck with these, but i’ve just resorted to dealing with my static filled airpods as they still sound and feel much better.pros:- snug in ear fit that creates a seal for audio to be heard without distortion- clear and good bass- easy to pair and use- anc is not nearly the best among its class but the noise cancellation is goodcons:- despite having a snug fit, the shape is very odd and makes it difficult to adjust the earphone without pressing the buttons- transparency mode is non existent. you cannot hear ANYTHING when these earphones are in- the sound is overall muffled and muddy with only bass and some treble being clear- no wireless charging caseoverall, if you’re in dire need of affordable earphones then this might be the choice for you. if you’re an audiophile or you’ve experienced a more premium earbud, you’ll have some gripes with this product and it’s likely best to look elsewhere.",3.0 out of 5 stars
Eduardo,Easy connect function is awesome. Audio is Good. Noise cancelling is poor. Don't recommend if you intend to take calls.,3.0 out of 5 stars
Beats Studio buds,Noise canceler does not work. And the sound is low when listening to music even with the volume maxed.,3.0 out of 5 stars
mike Whitton,"Great sound and noise canceling,However the battery seems to not hold a charge for very long",3.0 out of 5 stars
sel,"I own the studio 3s over ear headphones and love them so when it was time to upgrade from my airpods 3rd gen I decided to try these. I really wanted the same quality of the over ear beats but it’s hard to replicate into a bud. I think the quality is nice on these but not quite the same. Additionally, the buds themselves are pretty uncomfortable and even though i tried various sizes for the tips none of them could keep the buds in my ear for longer than 30-45 mins. The noise cancellation is really great and I love that you can seamlessly connect to apple products. I also really love the color options, which is what led me to switching in the first place but after a few weeks of using the buds I couldn’t stand how they stick out when you wear them, how sensitive the controls are on each bud and how they slowly push out of your ears after extended use. I decided to just upgrade again to the airpods pros 2 and just initiated my return for these. I hope they work for other people but they weren’t a great fit for me.",3.0 out of 5 stars
Amazon Customer,These ear buds sound ok but lack bass. My wired apple earbuds sound soo much better.,3.0 out of 5 stars
jasmine,"Purchased in February, 2023. In black. Listening to music is pretty good. I don’t really notice any difference when I put in noise cancellation mode. Like, no difference. They also fall out, walking, loading the dishwasher, reading a book….But the worst part for me is, if I use them to take a call, the caller ALWAYS complains they can hear everything around me more than they can hear me. Now, I’m walking down the street yelling or I just take them out and put the iPhone to my ear. Is that normal for these?? I honestly don’t think these are better than the earbuds they used to include with the iPhone. (Which they stopped doing because why, @Apple!? Especially since you didn’t lower the iPhone price to reflect we have to buy our own charging block and headphones now. Sigh)  these are my first wireless headphones. Perhaps my expectations were too high that they’d work as well as my wired ones that used to be INCLUDED with an iPhone. I can’t offer any comparison to other wireless, but I’m not too satisfied.",3.0 out of 5 stars
Sandy4e,"I accidentally put my Bose earbuds through the laundry, so went in search of a replacement pair. Unfortunately they no longer sell those so I started looking at other brands, and selected these. I used them approximately 6 hours while at work during a day when I mostly sat, yet an earbud fell out 3x-once when I bent over, once when I was walking, and once when I was sitting. Sound quality was good, pairing was easy, but not being able to keep them in my ear was a deal breaker so am returning.PS I’ve had multiple earbuds through my life, and have never had a problem with fit or buds staying in, so don’t think it’s my ears 🦻",3.0 out of 5 stars
Layla Trombley,"The covers for the earbuds are either, too small, or too big. I am constantly having to adjust mine, so that they stay in place. When they get sweaty they’re very slippery. I’m not a fan, but they do the job - for now. Next time, I’m just going to get AirPods.",3.0 out of 5 stars
CLPNetwork,"These are not as I expected them to be. They’re not as loud as I thought (I don’t expect it to burst my eardrums), The fit is good. Noise cancellation is ok. The battery is not very durable. Just got them yesterday. I may just take these back and get something else.",3.0 out of 5 stars
Alexandre,"Just got ‘em. And several hours later… here’s my honest opinion. I’m totally satisfied with the design, size, fit, iPhone compatibility, charging case, price, range, etc. Can’t tell you much about their battery life yet. What I do wanna tell you about is the sound. I’ve tried a lot! of high-end headphones and earbuds over the years. Bose, Sennheiser, Sony, Apple, JBL… But these Beats Studio Buds blew my mind! Clarity within strong bass. True sound of live music. Unbelievable! You MUST check this out. Go to YouTube and search for “dolby atmos sound test”. Believe you me, it’s a game changer! These bad boys CAN pull it off, revealing their full potential! Amazing! PS usb-c to usb-c charging cable (included) is an idiotic idea! IMHO, usb-c to usb cord would be more suitable.Update: Two weeks later. Here's a few things I'm not happy about...Battery life. Honestly, I don’t think they can last up to 8 hrs. straight, as Beats claims (without putting ‘em occasionally into the charging case). Wearing ‘em “on and off”, the battery charge level drops rapidly within a couple of hours. (neither ANC nor Transparency mode activated) Hmm…Physical “click buttons” suck! Sticking ‘em into my ears (with my sausage fingers) can be quite challenging sometimes. I happen to press these buttons too many times and this is annoying as hell! Oh, well…Lack of volume control!!! That’s a big issue, I’ve experienced with New Beats Studio Buds, for sure! Every now and then, you may wanna adjust the volume… Nope, can’t do it! You must have your phone nearby.An instant pairing with iPhone works 6-7 times out of 10. Go figure, right!?In conclusion, I have to say I still like Beats. I’m gonna keep ‘em as a secondary pair. The sound is astonishing, no doubt about that! The price is right too. Would I recommend ‘em? I guess. But… (read above)",3.0 out of 5 stars
Ken bishop,"I brought this product a replacement for my Apple air pods cause I lots one earbud and it was dying all the time . So I caught this headset on sale and was like cool. Sound wise there are okay I feel they have a lil more bass the the Apple AirPod pro. Battery life is decent so far .and they fit on my ear nice and snug.Not my cons with this unit is it does not read text messages, slow to connect to phone after taking them out the case. Random glitch showing the charging case is dead at random and goes back to charge. If you’re looking for affordable headphones, these are as far as Sound quality goes, they basic you’re not gonna get the best out of them and they are more treble then bass for sure",3.0 out of 5 stars
Mzfreckles89,"I've been using these earbuds for a while now and the noise cancellation feature is t that effective, the battery life is trash. It takes a long time to charge them and then the charge doesn't last that long. I've had the beats for pros and I'm switching back to them.",3.0 out of 5 stars
Jennifer,I have tried every size ear piece it comes with and the never stay in my ears longer than 2 mins. The sound on them is soooo good and I love the noise cancelling! I just wish I could actually wear them… I feel like I have normal size ears -.-,3.0 out of 5 stars
Ernieaceves,"The right bud came a little less loud than the right one,I didn’t pay to much attention to it because I was using them in the gym and thought it was just my surroundings, but the earbud died after a day of using it, you can barley hear what’s playing",3.0 out of 5 stars
Cee Sal,"while they do solve the problem of somewhat being inconspicuous especially at work where i'm not allowed to have airpods in, they dont stay in unless u shove them in deeply and eventually wedge themselves out. so far i have dropped them in a parking lot (black against asphalt is hell to look for them) they're way too bouncy. and they dropped in the ladies room and bounced 2 stalls away. the sound quality is not good. as you're adjusting them to not slip out of your ear, the music stops. and the double tap to advance to the next song works inconsistently or not at all. They suque, in short.",3.0 out of 5 stars
Jessica,"These earbuds have high quality sound and battery life. However, earbuds tend to fall out when chewing food or while performing a strenuous workout. They are great for office settings. The buttons also seem a bit sensitive; they tend to be pressed when adjusting bud fit.",3.0 out of 5 stars
XBA,"Great quality, very comfortable, great noise cancellation...However - absolutely horrific battery life.  I can only use these for teams/zoom calls for 3-4 hours before the battery dies.  Had to buy 2 sets just to get through a full day.  Not optimal.",3.0 out of 5 stars
Joshua Meyers,Great sound quality but very finicky. Hard to get to fit in ear and when you smile or something the earbuds pop out. When you go to push them back in they hang up the phone or pause the song. Returning. Also do not charge wirelessly.,3.0 out of 5 stars
Alec,"Video Player is loading.Play VideoPlayMuteCurrent Time 0:00/Duration 0:09Loaded: 66.73%0:00Stream Type LIVESeek to live, currently behind liveLIVERemaining Time -0:09 1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionsCaptions off, selectedEnglishAudio Trackdefault, selectedFullscreenThis is a modal window.


 The sound quality is great and I love the noice cancelling but…… they keep falling out of my ears and it’s freaking annoying!!! If it weren’t for that I would give these beats 5 stars.",3.0 out of 5 stars
Kenya Peters,The sound quality was poor and it only stays charged for 4 hours max. I have a pair of 25 dollars headphones with better sound quality and I can use for a whole eight hours without having to charge it. I returned them,3.0 out of 5 stars
Keegan,Good sound but basically worthless noise cancelling,3.0 out of 5 stars
Captn,Buzzing sound. Returned. Waiting for new ones.,3.0 out of 5 stars
HuntinSeason,"They aren’t bad but the AirPod pros are just a lot better Smh, the noise canceling isn’t nowhere near as good, everything else is cool, doesn’t work well with Siri on iphone, gotta figure out how to return without the box",3.0 out of 5 stars
Corinne,These are super comfortable but I thought the battery would last longer than it does. I use one in my ear during the recording of my podcast and it doesn’t last long enough for an entire recording session (our sessions typically go 2.5 hrs),3.0 out of 5 stars
Shantiel,"I wish I had a review like this when I was searching so lets get into this. I got this on sale for $100, a steal right? I've been an airpod user for the past 3 years so I was nervous looking around for reviews. For reference, I have an iPhone 12 pro.Cons1- The case is MASSIVE. In comparison to the Airpod case. They both come with cases that are able to charge.2- Missing H1 Chip. What does that actually mean? No Live Listen. No text announcements.3- The bud. The ear bud in theory seems like a great idea. I was excited to have a button. The placement of the button its self.. was not well thought out. I've hung up on plenty of calls trying to readjust the bud.4- Speaking of the adjustment. None of the tips have really made a ""firm fit"" So they do slip and slide.5- No in ear detection. Won't pause music automatically.Pros1- Noise cancellation is really good. I can't hear any outside noise when it's active.2- Microphone works the same - Everyone hears me crystal clear.3- The seamlessness from case to ear is amazing.4- The Magnet is VERY strong. If I drop my airpod cause my airpods fall out. Not these. They stay snug in their place.5- Even without in ear detection. I don't mind pausing my music in it's place.All around, the beats are a very different experience than the airpods. If I had a review that placed it as plainly as this I don't think I would have gotten these beats. I'm keen to my apple products due to the seamless capabilities. I did think that as beats are now produced by Apple, that alot of these cons would not have been an issue. But unfortunately they are, I'll try them for a little longer and see if my opinion changes otherwise I'll be right back to being an airpod user.",3.0 out of 5 stars
NANA,No dura nada su carga,3.0 out of 5 stars
Benz,The sound is great! But they fall out my ear very easily. Even if I change to a different size. They’re not snug. Each person is different but for me they fell out my ear multiple times.,3.0 out of 5 stars
KS in MN,"I had these for a while before having people telling me I was sounding muddy when using them. At first I thought it was them, then checked the other reviews. Shame on me for not checking the mic reviews earlier and trying to get out the metaphorical chokehold Apple has me in to save a few dollars. Not sure how these ended up with 4.4 stars with this well known issue, but whatever. The original AirPods stopped holding a charge and I refuse (well maybe not) to spend another $200 on AirPods that only last 9 months.",3.0 out of 5 stars
Theresa Johnston,What is the point of having a charging case when you can't charge the charging case? It comes with a cable that you can't plug into anything. I should have bought the apple airpods.,3.0 out of 5 stars
Tonya,These are a poor fit and consistently fall out.  I've tried both silicone ear pieces and neither work well.  Sound quality is good and they charge quickly but they just don't fit.,3.0 out of 5 stars
Wayne Ricky,"Sound quality is good, when they stay in my ears. If you drop them or they fall out of your ear, good luck finding them. Going to upgrade to a more manageable size.",3.0 out of 5 stars
Evangelina,"The sound is good but the way the earphones are made , they tend to fall out of place. Other co workers also purchase with same issues.  Fall out of ear.",3.0 out of 5 stars
Amazon Customer,"So, I really expected more out of these.  Especially for the price. The sound quality isn't the best honestly.  Think next time around I'll look more into getting the Bose.",3.0 out of 5 stars
Barbara Leithner,"Even with the small felt tips, one ear bud falls out while I am walking or sitting on an airplane. It’ll be lost soon. Sounds is good but not the fit.",3.0 out of 5 stars
