Username,Review,Rating
sung,"The Apple AirPods Pro (2nd Generation) Wireless Earbuds with USB-C Charging are a notable upgrade in Apple's lineup of audio accessories. Here's a brief review covering their key features and potential downsides:Pros:Enhanced Audio Quality: The 2nd generation AirPods Pro are known for their improved sound quality, offering richer bass and clearer highs compared to their predecessors.Active Noise Cancellation: These earbuds feature advanced active noise cancellation, allowing for an immersive audio experience by effectively blocking out external noise.Comfort and Fit: They come with multiple sizes of silicone tips, ensuring a comfortable and secure fit for a wide range of ear shapes and sizes.USB-C Charging: The move to USB-C charging enhances compatibility with newer charging standards and devices, making them more versatile.Battery Life: They offer a good battery life, both in terms of playtime per charge and overall battery longevity, which is a significant consideration for wireless earbuds.Cons:Price: As with many Apple products, the AirPods Pro 2nd Gen come with a premium price tag, which might be a deterrent for some potential buyers.Limited Customization: The customization options, in terms of both physical appearance and sound profiles, are relatively limited compared to some competitors.Compatibility: While they work best with Apple products, some features may be limited when used with non-Apple devices, affecting their versatility for users outside the Apple ecosystem.Overall, the Apple AirPods Pro (2nd Generation) with USB-C Charging are a high-quality choice for those invested in the Apple ecosystem, offering excellent sound quality, noise cancellation, and comfort. However, their price and some limitations in customization and cross-platform compatibility are factors to consider.",5.0 out of 5 stars
Blair,"I took advantage of a big sale and I do not regret it! They are way better than my old AirPods. The noise cancellation, the additional control features, the additional sound features and quality, all of it is amazing!I have a pair of over the ear noise canceling headphones (not Apple) that I like, but they aren’t the level of quality you’d get from Apple, Bose, etc. I still love them though. But these have really good sound quality that outshines them, but the noise cancellation is about equal (the AirPods may be just a little better). Plus, these stay in my ears more easily than my old AirPods and I don’t have to bring my over the ear headphones with me every time I got to work at a coffee shop or something. It is nice to have the two options and I can tell these are going to last.",5.0 out of 5 stars
Eston Winn,"Overall: These are great headphones and I would recommend them to anyone looking for an in-ear headphone.More Info: I Love these headphones. I use these all the time, while working in the yard, mowing the lawn, working on house projects... The noise cancellation is superb for an in-ear headphone. I don't use the spatial audio much but feature is pretty cool.I have had an earbud fall out of my ear when bending over a couple times but I'm sure that depends on each persons ear shape and if it isn't seated properly. It doesn't happen often and I can start to feel it slip so there is no issue in changing my head position just grabbing it and adjusting it before anything falls.",5.0 out of 5 stars
KatPhil,"I resent Apple for the cost of their stuff, maybe put less engineering into the packaging, and save consumers some money...But yes, these airpods are great - I take them on walks and use them indoors as well, and I can barely hear anything!! Anatomically, I have always had trouble fitting my right ear - whatever ear bud I have used never fits snugly enough. These fit amazingly and are so comfortable! My old airpods felt big and bulky in my ear, and they hurt if I tried to use them to sleep with sleep sounds. These are a savior!  I don't know if they're worth $200, but I bought them, and I'm happy with them.",5.0 out of 5 stars
VadymK,"It took me 2 attempts to get these AorPods Pro 2 USB-C since my first order got lost during the delivery. My second delivery arrived on time. I got these at a nice discount on the stock price. The sound quality is amazing! I like the adaptive mode that keeps outside noise under control yet allows you to be aware of your surroundings. I tested this mode in my city's noisy subway train. It perfectly blocks the loud noise and clamor of the subway yet allows me to hear people's voices. The music-listening experience is unparalleled! I like the immersive sound and nice bass. Overall, it's a great pair of earphones that will make you happy and elated!",5.0 out of 5 stars
Francis Mathieu,"The second-generation AirPods Pro with noise cancellation redefine the audio experience. Their adaptive EQ adjusts sound in real-time, ensuring unparalleled clarity across various genres. The active noise cancellation eliminates external distractions, immersing you in your music or calls without compromise. The snug, customizable fit ensures comfort during extended use, while the transparency mode effortlessly integrates ambient sound when needed. The water and sweat resistance make them ideal for workouts or outdoor activities. With seamless integration into the Apple ecosystem and the intuitive controls, these AirPods Pro are a testament to their worth, delivering exceptional sound quality, comfort, and functionality—a must-have for anyone seeking top-tier wireless earbuds. These are so freaking good you have to get them",5.0 out of 5 stars
sandy,"There’s not much to say here. It’s your regular Apple product. They are the latest generation when it comes to the AirPods. I notice that the spatial audio is better quality, I also like that I don’t have to locate my phone to increase the volume. The whole reason I purchased these was to have access to my phone without having to carry my phone. I can be anywhere in my 1,800sq ft, one story home and still use them. I notice there’s a breakup if I’m leaving the house without my phone if I’m on it, but not when I’m listening to music. I’ve only been able to use one side of the headphones because I got a new piercing so my other ear is still sore. The one AirPod I’m using has done the work.Also, I like that I can mute the call by “pressing” the stem once, instead of ending the call. You press it twice to end a call. If you get another call and you press once to click over for another incoming call, it will hang up your current one. To access noise cancellation at any time, you just hold the stem until you hear it “open” or “close.”Overall, I can tell the difference and the battery life is way longer than my old AirPod Pros 2nd gen. There’s also an even smaller AirPod suction thingy piece that you can change if your ear is smaller than the small  lol",5.0 out of 5 stars
Todd R. Beaman,"I tried multiple pairs of earbuds trying to spend less and get everything I wanted.  The AirPod Pro 2 checked every box and eventually blew me away.I tried the Sony Link Bud S, Sony 1000XM5, Beats Studio Buds, SoundPeats Air4 Pro and the SoundPeats Life.I was down to my final pair to try, the EarFun Free Pro 3.  They sounded amazing and I was ready to return my Airpods Pro 2's.  That was until I connected my AP2 to my Apple TV 4k.  The sound these produce on some programming blew my mind.  It's like I had my home theater going but without any background noise (kids, wife etc...) .  I was sold and I'm keeping them.The noise canceling is next level.  The sound is excellent.  The touch features work great.  Talking to Siri is effortless.  Find My is scary great.Bottom line, if you have an iPhone and Apple TV, these are your best bet.",5.0 out of 5 stars
J. Charkas,"I've spent a lot of money trying to see if less priced models would do it for me. I felt the prices for some of these ""premium"" models were out of line and couldn't possibly be that good. I finally bought these AirPod Pros and I'm finally happy. I'll keep this short and sweet.The sound is amazing. The noise cancelation is awesome. The fit is great. Comfort is amazing.I just wish they were not as pricey. It's really the only negative there is.I highly recommend these if you have an iPhone.You will not be disappointed.",5.0 out of 5 stars
DangerPoodle,"I absolutely love these! I got the “Pro” model because I need the extra small size earbuds to fit my ears properly where they don’t fall out. The sound quality is, of course, excellent. Making phone calls with them is a total game-changer. I don’t want to make/receive phone calls any other way now! I now spend most of my day using them to listen to podcasts and music while going about my chores. I’m surprised at how much I love them and how much I find myself using them. I do not regret this purchase at all.",5.0 out of 5 stars
Tommy & Jessica Napier,"With only the absence of the packaging material, the Air Pods Pro 2 work and sync great out of the box. The only ""hiccup"" was that I was given a notification that a google account (possible the previous owner) was still linked to it and could track it.  I don't know if fully syncing it to my iPhone broke that link, so in addition to enjoying my Air Pods Pro 2 at a discount, I forever must wonder if I am being stalked by strangers and random people around me.",5.0 out of 5 stars
Victoria Escobar,"I got these because my boyfriend bought them and bragged all the time about it’s features. At one point I gave in and said goodbye to my airpods 2nd gen (sad).Honestly, extremely worth your money. They have so many features from noise cancellation to reducing the sound when someone is talking to you. ex: you can be listening to music and if someone speaks to you the volume will automatically lower. So cool.The only thing id say in regards to comfort is that after a while it hurts my ears. Maybe due to the model or maybe it’s just my ears",5.0 out of 5 stars
Kristi Groff,"I recently purchased the Apple AirPods Pro (2nd generation) during prime day and boy have I been impressed.  I have been a long time Jlab earbud user but have always been disappointed by the fit.  I have very petite ears and have always struggled to find a well fitting and comfortable pair of earbuds.  Most earbuds I have tried are simply too large and do not fit securely and will dislodge themselves during any physical activity.I was surprised by how comfortable the AirPods are even after several hours of use. They fit securely without the fear of falling out but not too snug that they become uncomfortable after an extended period of time.  With multiple different sizes of eartips, you’ll be sure to find a comfortable fit.The sound quality is excellent, clear and crisp.  Perfect for enjoying my favorite audiobooks.My favorite feature so far, is the active noise cancellation transparency mode which allows you to hear outside noises without being intrusive.  As a woman, it is extremely important to always be aware of your surroundings especially when listening to earbuds while out in public.  This feature allows me to still be aware of my surroundings while enjoying my earbuds.Setup was quick and easy.  Within minutes, I was able to pair them to my iPhone and begin enjoying them.Overall, I would highly recommend the AirPods Pro not only for their functionality and performance, but also for their comfort and ease of use.",5.0 out of 5 stars
Anthony L. Butler,"This AirPods Pro 2nd Generation are a significant step beyond the AirPods 1st Generation. I note that the bass is more pronounced and clear, the noise cancellation is much better (I used these on a recent 4.5 hour flight and they were as quiet as my old Bose over-the-ear product). I can't say much about the battery in these newer AirPods Pro because I did not wear them for the entire flight (food, conversation with my wife, etc). These cancel outside sounds/noise in a noticeable way. I am impressed, very impresssed. I've as yet to explore all of the features of this product, but look forward to the exploration.",5.0 out of 5 stars
staciee,"The sound quality on these AirPods are amazing!! I really was surprised. I have Bose SoundSports and their battery life is starting to get worse so I wanted some new headphones. Someone recommended the Apple AirPods Pro 2 to me and so I read reviews and they convinced me. Right when I took out the AirPods, my iPhone immediately detected them and asked to connect. The phone then gives you visual instructions on your screen of how to use and adjust the AirPods. It’s awesome! Seriously, I almost carried when I tried listening to a song to test them and heard how amazing they sound. I highly recommend!",5.0 out of 5 stars
JLC,"I had the first gen of AirPods Pro & this 2nd gen has much improved in sound, charging cord & battery.  It was worth the upgrade.  Apple has finally done something right with the sound.  I could hear the bass & everything in between.  Now if only the battery lasted for 10 hours long, that should be their next step.  But yah, these are keepers because I got them on prime days & they are worth every penny.  They connect so easy to any apple products  from Mac, iPad, & iPhone.  Would recommend to any that have apple eco system!!I wanted to update on these now that I used it for close to two weeks & I swear the sound is getting better & better!!  The NC is incredible but with the spatial sound on made the bass little less bassy.  The transparency mode is top notch as if I didn't have these buds in, just incredible.  I bought a little protection case for these & it still charges through my Apple Watch puck & the holes for the lanyard is pretty handy.  I feel like whenever I put these in they're not going to stay in but I worked out with these.  I did cardios & weight lifting, ran outside & they did stay in my ears.  Now that I updated my phone there's adaptive sound for these buds which controls the surrounding sound in where ever I'm at.  With all the features (which I haven't even listed all) this is a steal compare to other buds like Bose or Sony.  I sure got a steal on prime days & now that I know more about them I would've payed retail!!  I tried the locator to look for these gems & they work so well.  The locator is in each of the ear buds & also in the case!!  The phone tracks them exactly where they are.The over all experience with these AirPods Pro 2 have been awesome & hope you get these & have just as much great experience as I have!",5.0 out of 5 stars
Duane C.,"I’ve used both Bose QC35 over the ear headphones and Jabra 85t earbuds. I could not believe earbuds could come close to OE headsets in cancelling the kind of jet engine noise in a departing plane.  Surprise, surprise. These absolutely amazed me the first flight I used them on. Needless to say they also did well in many other noise environments. Music audio is not quite as nice as Bose but is certainly serviceable and combined with the noise reduction is amazing.",5.0 out of 5 stars
Isaias Moore,First and foremost Apple Knocked it out of the park with this product. They work seamlessly on iphone and the apple ecosystem.In regards to performance these things are a work horse. I workout with them with no issues. They easily pair with my Apple Watch for workouts. They sound crystal clear and have some decent bass. the batteries last for a good solid 8 hours for a phone call and they quick charge after dying. Buying a pair for each of my family members for the Holidays.,5.0 out of 5 stars
Sahil,These earbuds are great. It's awesome that I can listen to audio on my phone and then start playing a video on my mac and my AirPods seamlessly go from outputting audio from my phone to outputting audio from my mac.Great sound quality. Battery life is good too. I can get like 30% more battery in the AirPods with just 5 minutes of putting them in the case. The noise cancellation is solid too and these earbuds block out quite a bit of sound when on a plane.,5.0 out of 5 stars
LBoconns,"I have a pair of beats that I use for exercising but these blow those out of the water on quality, noise cancellation, and overall features. I love the noise cancellation and I really didn’t expect it to work so well. I also like the feature of lowering the sound when they detect you speaking, and you can activate or turn off these features as you please. This cute case also helps keep them from the bottom of my bag.",5.0 out of 5 stars
BC,"I could not believe how wonderful the music sounded when I first tried these earbuds. Wow.  Quality of sound with the noise cancelation really gets me into the music.  I find they are also great for meditation for the same two reasons.  The noise cancelation on an airplane was good but seems like it could be better.  I doubt any earbud would be better in that noisy environment.My only complaint is that they do not stay in my ear when I am doing easy, gently yoga.  They popped out even while I moved slowly.  This should have lowered my score to a 4, but the sound is so good, I will keep it at a 5.",5.0 out of 5 stars
Dr. Trent,"They’re AirPods, don’t expect perfect sound quality, but also you’ll be surprised at the performance and sound quality they pack in to such a small device. Sound is very clear, and volume level is good, though I don’t blast music so I can’t say if they get as loud as some people like. The battery on these things are great, especially if you only listen to music with one in at a time, and swap to the other after the battery dies hours later. They also fit really well, and the included size eartips work well.",5.0 out of 5 stars
Glenn A. Carleton,"I had two older pro models, loved them, but read reviews on improvements and wanted to see if latest model worked at fitness club where music can be very loud and annoying. Major improvement in quality of sound, did not expect, and noise reduction so good now do not have to take Bose over the head phones to club (older model did not block loud noises enough).  Not quite as good as the Bose, but that is because those headphones cover the entire ear. Another reason I got is supposed ability to use to enhance conversations in a group, very surprised how much better it is over last model. Hard to imagine next upgrade will get this much better unless they offer colors",5.0 out of 5 stars
ljam,"I have an Android phone, and I have tried a bunch of noise canceling earbuds, from lower end ones with crappy noise canceling, up to the Pixel Buds 2 and Bose QuietComfort II, and I returned them all. I have small ears, and most wouldn't stay in my ears or they hurt, even with alternate eartips. The Bose fit great but wouldn't stay connected to my devices (a known issue). I also have an iPad, so I gave in and bought the AirPods. They fit perfectly, don't fall out of my ears, are comfortable for hours, paired and worked perfectly with my iPad, and the noise canceling is excellent. I love the conversation awareness setting that lowers the volume of your media and enhances voices in front of you if you speak. And in transparency mode, you don't have to take them out to hear other people clearly. They also work just fine with my Android phone.",5.0 out of 5 stars
Timothy Karibian,"I really enjoy how powerful these airpods feel in my ears. From how great the noise canceling is, to the great base, to even how they work smoothly with my apple ecosystem! I used to wear the beats pill looking pods and they were alright, expect they didn’t latch onto my ear properly. Plus, I still have to rely on grabbing my phone for volume controls which tends to be a handful as the old buds kept trying to flee from me while I clean the dishes or eat some late dinner. I haven’t experienced my pros slipping out as much fortunately, although I would still recommend getting yourself some accessories to help them to wrap around your ears securely. Overall, if you have some money to kill and have at least one apple product, I would say these airpods pros are a worth while upgrade to your listening needs!",5.0 out of 5 stars
Sarah Acosta,I used to have the 1st generation AirPods and I finally needed an upgrade. I decided to buy these AirPod Pros and they are genuinely the best headphones I’ve ever had! These work amazing and the battery life is great! The volume is great and I don’t know that it came with different sized ear tips to fit the size of your ears. So that was great!!! I think this is the best purchase I’ve made this year!!,5.0 out of 5 stars
Arron t.,One of the biggest things i like is the ability to turn down the volume right from the buds this feature alone was worth the purchase. The new adaptive audio is pretty awesome and does what they say it does. The conversation awareness is and ok feature and would probably suite someone in an office setting better than the setting that I work in but it does work. Really happy with the updates apple made on these and make them what I wanted the gen1 pros to be.,5.0 out of 5 stars
Arnisa Sylevic,"I have been wanting these for a while now, I’d been stuck with the first gen airpods since my freshman year of highschool (im a senior now lol) and I finally got a job and bought them! I was super excited when they came and they work beautifully. I haven’t charged them once since I got them, and it’s been about a day of using them full time all the time! They connected really easy. There is different sizing for the little rubber ear piece, in case your ear hole is a bigger or smaller size. I’m enjoying these thoroughly and I hope they last me a good while.",5.0 out of 5 stars
Mortimer Snerd,"We live in an open two story home.  My wife watches Netflix on a laptop downstairs, while I watch cable upstairs.  Despite sitting right in front of her laptop, she used to listen on the laptop speakers at a volume that disturbed my viewing upstairs, causing what others would call marital friction (we are used to it).  I tried giving her a high-quality headphone to use, but she didn't like it.  In desperation I shelled out the price for these air pods or whatever Apple calls them.  So far she is using them!",5.0 out of 5 stars
Rick,"The battery life seems nearly double (maybe not quite double, but a lot longer than the 1st generation of AirPods Pro) and the battery indicator shows on my phone even when the lid is closed, which is great for quickly checking the battery level (with the st gen, I need to open the lid to check). Also the improvements to the noise cancellation and transparency modes are great.",5.0 out of 5 stars
Carson Anderson,I had the original airpods and noticed recently that they weren't keeping a charge anymore and I knew it was time to upgrade. I must say these new airpods are so much nicer! I really like the different sized earbuds which make longer wear very comfortable. I'm also very impressed by the noise cancelling ability of these little things. I'm an Apple girly and these don't disappoint.,5.0 out of 5 stars
HawkPilot,"I still think that these are the best on the market for iPhone users.  The great noise cancellation, the good bass response, and the seamless integration makes these the best.  If you buy these, be sure to buy a snapping closure cover because this is the 3rd set I've owned because the case will pop open and the buds have fallen out.",5.0 out of 5 stars
Steve,"I bought these as an early Christmas gift for my wife. She was very impressed with the sound quality. She said she doesn't need to talk as loud, and because the noise cancellation works really well she can hear the other person better. I like them because now I don't have to hear her loud phone conversations from across the house. lol! Win, win!",5.0 out of 5 stars
Raindrops,"As someone who frequently commutes over long distances, I needed something better than bulky headphones to use when traveling. Not only do these accomplish that greatly, but they also have some of the greatest noise cancellation I’ve personally used, great battery life, and even the transparency/adaptive audio modes are great to use when in public so you can stay connected with the world.",5.0 out of 5 stars
Vanessa Esquibel (@bookscallmyheart),"I have tried a few other types of wireless earbuds, and I finally made the switch to the Apple Airpods! I'm kicking myself for not trying them sooner. The pros are definitely the way to go though. Once you find the right cover, they don't budge at all and the noise cancellation feature is amazing! GET YOURSELF A PAIR! You won't regret it!",5.0 out of 5 stars
Gary O. Norris,"Absolutely a phenomenal audio experience. Incredible fidelity, absolutely simple installation to your Apple devices (unlock your phone or iPad, open the AirPods case and click on “Connect”).The volume control is difficult to operate on the AirPods to the point of being nonfunctional; but, you can ask Siri to change the volume or do it on your device.",5.0 out of 5 stars
Simply Stated,"I was impressed, as were others, with all of the amazing features.  The noise cancellation is top notch. The features are a real game changer.  That said, the audio at the default settings was nothing impressive, and the airpod 2 pro menu that pops up in settings when paired offered nothing helpful to adjust.  I did a bit of sleuthing and found in IOS where you can adjust the frequency response (not the presets in the music app), and what a difference it made.  It isn't a true equalizer, per se, but it gives you enough control and options to turn these from good to amazing audio.  So here is where you go: Settings...Accessibility...Audio/Visual...Headphone Accommodations.  Turn the latter to ""on"".  Then play around with settings for ""tune audio for:"" and adjust whichever of the three options you choose for ""slight, moderate, or strong"".  Get ready for a whole new level of audio.  In the pic, you can see my preferences.  By the way, and unlike the preset options in the music app, the settings here impact all of the audio through the airpods, not just apple music.  By the way, you actually can find these settings through the airpod menu, but they are buried so incredibly deep I provided what I thought was an easier route. For those that didn't know about this, I hope you enjoy this hidden control for the airpods as much as I do.  On another note, there is an ability to use Find My app to find the airpods, and that includes the case and left and right airpods, separately.  When you get close enough, it even shows a directional arrow and you can make all three chirp (play sound), individually, to help locate.  I'm not a fan of the volume controls on the earbuds.  I find they don't work well, but I use my iphone to control, anyhow.  All that said, I am very impressed with these once I found the ""equalizer"".  Audio quality matters to me most at the end of the day.  Happy listening!",5.0 out of 5 stars
spiletic,"These are the best made to date! They fit well, and the sound quality is very good compared to the older models. They were purchasing through Amazon versus Apple, saving $$. They arrived the next day, and the Apple box was sealed, just like the products I had purchased directly from the Apple store.",5.0 out of 5 stars
Werdna,"Took me a while but my gen 1 AirPod Pros worked just fine though I wish the bass was better and I thought it would be a good time since they just released the AirPods Pro 2 with USB-C.Very happy with the bass quality and the noise cancellation does seem to be better. Another selling point was the ability to control the volume from the stalk of the AirPods, as I would find myself trying to adjust the volume of whatever I was listening to away from the device.The additional features such as adaptive noise control, personalized volume, and conversational awareness is neat but not huge benefits for me.",5.0 out of 5 stars
J. Butler,"These are my second earpod pros.  The first ones quit after a year and Apple wanted $259 to repair.  A first for me as Apple has always stood behind their merch.  That said, I love the convenience, sound, and ease of use so I bought another pair.",5.0 out of 5 stars
Amazon Customer,I was going to buy a less expensive pair of ear pods but my daughter insisted I buy these and I am not disappointed. I love the noise cancelling feature. I listen to a lot of music and it is just like being at the concert hall,5.0 out of 5 stars
Don Larsen,I had the 1st Gen AirPods Pro and thought those were great until I got the new 2nd Gen. The new ones fit better and sound better. The new Adaptive Noise Cancelling is amazing how it works. I can't say enough good things about them.,5.0 out of 5 stars
Glock,"I’m slowly becoming one of those aggravating, annoying people we encounter with these small white verticals rods protruding from their ear canals…..and seemingly distant (glazed…?) look in their eyes…..The sound is THAT good, and the execution of the NC equally impressive and immersive….specifically the “Spatial Audio” setting…..with ios17 the conversation aware function was added  and I have mixed feelings on whether I like it ITS execution or not….I LOVE the CONCEPT though…..Well worth the price (I did catch them on sale) which made purchase a total no brainer……YMMV.",5.0 out of 5 stars
Cmon,Good product with best in class features. Price can always be discussed when it comes to Apple  but if your are hooked to their products this will certainly be a good choice for in ear headphones - noise cancellation etc is good,5.0 out of 5 stars
Sarah,"I bought the second generation AirPods during the summer Prime sale. They’re great, but they don’t fit snugly in my ears, so I have them to my husband. When I saw these go on sale I figured I’d give them a try and I’m so glad I did! They fit in my ears really well and I LOVE the noise canceling feature. The battery seems to last a long time, too. The only thing I wish I could change is that I wish I could adjust the settings when I connect these to my android tablet. Other than that, I have no complaints whatsoever.",5.0 out of 5 stars
Sebastian,"They have incredible build quality and aesthetic, but it’s Apple, so you already knew that. I can find similar earbuds with the same sound quality and noise cancellation for $120. What you’re paying for is the truly seamless connectivity, and a lot of useful features such as Spatial Audio and pretty good microphones. I will say that the 2nd generation AirPods have over 2 times better noise cancelling that I would say is unparalleled across earbuds. Otherwise they are nearly identical to the first generation.",5.0 out of 5 stars
Neal Dessauer,"The USB-C is a nice upgrade. I had the lightning version before but I lost them so I bought these. Noise cancellation is really good (I haven’t tested other earbuds but these are pretty good anyway). They look good, and sound good. Only complaint. The case gets scratched and falls out of pockets easily because it’s plastic. Get a case for the case.",5.0 out of 5 stars
S & N,"So far these are a night and day difference from the 1st gen AirPods I had which recently started having connectivity issues and one bud got quieter after I tried cleaning it. These new ones are insanely good at noise cancelling, almost too good if using them in public. The spatial audio sounds so good and I like the upgraded case. Only thing I’m not a fan of is the actual earbud part because it’s a tighter fit than the 1st gen ones were and I have a feeling these will get dirtier quicker. Overall satisfied with the purchase since I got these for $60 off on Prime Day. Fingers crossed they last me 5+ years like my 1st gen ones did.",5.0 out of 5 stars
Akshay Chaudhari,"I have the BoseXM 700s as my weightlifting headphones and these as my running and day to day headphones. The ease of carrying these and just bringing them wherever is fantastic. The noise cancellation is just perfect even when I want to block noise and not listen to anything during work.This is a huge step up for apple in their headphones, and I can say this is one of the best purchases that I made in a long time. Highly recommend",5.0 out of 5 stars
KHUONG VU,"Pros:Awesome various updated features, such as Active Noise Cancellation, Adaptive Transparency, and Personalized Spatial Audio with dynamic head tracking for immersive soundUpdated USB C port with fast charge, comparable with iPhone 15Water-resistant feature on bubsCons:Premium price and no water-resistant feature on the caseEasily pops out of the case causing loss of earbuds",5.0 out of 5 stars
blrm71,"I have the first gen AirPods Pros, and they’re great earbuds. These went on sale for $189 and I pulled the trigger since they also have the USB-C case and I recently got an iPhone 15 Pro Max and wanted everything using the same charger for convenience when traveling. The sound and noise cancellation blew me away, I was expecting a very modest improvement, but to me, they sound significantly better and the noise cancellation is way better than the originals. I’d highly recommend these to anyone!",5.0 out of 5 stars
avidreader,"I bought these Apple Airpods during the Amazon Prime Deals sale. I've been wanting to try them for a few years and the price helped me finally decide to give them a try. I mainly needed them for use with audiobooks. The noise cancellation is shockingly good. Even when standing fairly close, you can watch someone's lips move but not hear what they're saying. It works so well that several times I have been surprised by someone walking up behind me without even realizing it. After trying all the different tips, they do bother my ears a bit, but I'm only five feet tall, and my ears are small. Regardless, the noise canceling feature makes them completely worth it.",5.0 out of 5 stars
Dayana,"Me agrada estos Airpods porque cumple todas las expectativas... son increíbles, su sonido es muy bueno.. cuando los usas para una llamada la otra persona con la que estás hablando no escucha ruido de nada, solo escucha tu voz.",5.0 out of 5 stars
NELSON ANDRE,I have had a pair of AirPods Pro 1st generation. I have used these new Pro 2nd generation and I have noticed the noise cancellation feature is superior compared to the Pro 1st generation. I was using them to talk to a friend inside the house and I could barely hear my dogs bark.,5.0 out of 5 stars
Dad,"These work well, a little better than the Pro Gen 1, but not noticeable other than a few new features. The best part is USB C, so now I have 1 charger for all my devices.",5.0 out of 5 stars
Kevin M.,After having the pro’s for about 2 months I can’t believe I waited so long to upgrade. I have been using 2nd gen AirPods and the difference is night and day. I also have a pair of Beats Studio buds and they sound so dull compared to the pro’s.,5.0 out of 5 stars
M. Alexander,"My main complaint with the AirPods was sound quality in a call, the receiver would complain of hearing very amplified background noise.  NOT the case with this version, can run water, crumple a paper, anything you may usually do when walking around in a call with a friend and the sound is perfect.",5.0 out of 5 stars
ube,"The noise cancellation is about 20% stronger than the AirPods Pro 1st gen on the release firmware. Even on the latest firmware the 2nd gen still beats the 1st gen AirPods Pro. Comparing these to the AirPods Max it has better noise cancellation for things that are further away but for noises such as your own voice it doesn't block it out as well (roughly 30-40% of the Max.) Overall it's quite good it has the updated usb c port so i don't need to carry a spare cable, and the battery is decent at 3-4 hours of normal use.",5.0 out of 5 stars
Anca,The product is awesome! But I most importantly want to thank Amazon for sending me another one immediately when my package got taken! You have no idea how thankful I am!! I will remain a loyal customer!,5.0 out of 5 stars
Megan,"I upgraded my gen1 pros because one of the buds was always draining and not charging properly. The difference in sound quality between the two is noticeable. Also, as a a tiny ear person, the XS buds are amazing!",5.0 out of 5 stars
Wanderlust37,"Ok its early days, expected slightly longer battery life but the the noise cancellation is amazing, maybe a little too good.  Need to remember to turn it off on the street and in public to avoid accidents!",5.0 out of 5 stars
Mr. C,"I have a few pairs of Westone IEM, Sony and Bose over ear earphones, and now these AirPods Pro 2. I can say that this is like my new GOTO pair for casual listening. To my ears, these AirPods Pro 2 sounds better than my W40, as good as the W60, but doesn't have the range of the W80. Bluetooth signal is great. I can walk across the room without a glitch. Fits well and the rechargeable case is a nice touch when you're not using them. If you're an Apple fan, these are the ones to get. They sound just as good as my other sets which cost way more.",5.0 out of 5 stars
Chris Patterson,Love the noise cancellation and microphone tuning.  Only miss is that the mute in-mute tap on the Ear piece doesn’t seem to work in Microsoft Teams.  Maybe a software update will fix.,5.0 out of 5 stars
Chauncey Phillips,"I had the power beat pros previous, these are far superior. Great sound, noise cancellation is good enough for me and they are comfortable. I love them and never leave home without them.",5.0 out of 5 stars
Bbidari,"Mine came with a defect so had to return it and missed the sale to buy it again. But the time I had the airpods for, I could clearly feel the difference from my 1st generation airpods pro. The noise cancellation is much better. The new case with USB-C charging just makes it easier and can also be charged with the apple watch charger. The lanyard loop lets me handle the airpods so easily. The extra small tips is a life saver. Will have to look out for the price drop again to buy this. Massive upgrade over the 1st generation airpods pros.",5.0 out of 5 stars
Muy bueno,"Me encantó la calidad del sonido de estos audífonos, muy clara, muy buena, son cómodos, la batería le dura muchísimo tiempo, el micrófono aún puede mejorar, pero no está mal me gustaron mucho",5.0 out of 5 stars
HBTourSlam,Apple has done it again. Supreme hardware with amazing software no other company comes close to making an experience like this with your iPhone. I dabbed a little bit with Sony WF-1000XM4 unfortunately the experience is not as smooth and magic the way Apple does it. Apple has a software experience that just makes sense to get them if you have an iPhone and if you are in the ecosystem. USB-C on AirPods Pro is just the cherry on top. Not only that but I got theses on sale for $199.99 so I pulled the trigger when I saw that. Hand downs this was a great purchase feels premium like everything Apple does. The software goes so well with the AirPods being able to see battery and AirPods charge on iPhone. It’s just a great experience for an already highly invested person like me that’s in Apple ecosystem already.,5.0 out of 5 stars
Spender,"I got these at an amazing price during Prime Days.I’ve only had these for three days now but what an amazing upgrade from the AirPods 1st gen. They fit great with the four ear tip options from Xsmall to Lg. I pair these with Apple TV and the sound is amazing. There are lots of setting options which are to many to point out here,  I recommend watching some YouTube videos explaining the options. It’s nice to be able to place the case on my wireless charger. Now that things are going usbC I’ll be able to recycle some cords. They have the ability to adjust volume and control other functions right from the ear pods. The sound cancelling feature is incredibly wish. I’m so happy with this purchase and highly recommend these you won’t regret it.",5.0 out of 5 stars
BoFinn66,"While earbud features like comfort, active noise canceling and connectivity are important criteria to consider when buys earbuds. If they don't sound good, I'm not going to buy them. To me, the most important purchasing criterion is sound. How good do they sound? Apple AirPuds Pro 2 (2nd Gen.) sounds very good!",5.0 out of 5 stars
andgarden,"This is very personal, but the headline feature for me is that these are SO MUCH MORE COMFORTABLE than Gen I AirPods Pros. YMMV on that. Noise cancellation is great too. Better than Gen I.",5.0 out of 5 stars
Sebastián,"Me gusto mucho el material , tamaño , su sonido es muy bueno , su funciones , me gusta mucho como aísla el sonido que viene de la calle , la música suena muy bien las llamadas se escuchan y lo escuchan muy bien a uno",5.0 out of 5 stars
Mauricio Fremder,"I really like my others AirPods Pro first gen, but this second one it is another level. Better noise cancelling and the adptative sound works great. You are listening music with noise canceling and you start to talk with someone the change automatically to transparency’s mode. And better battery life.",5.0 out of 5 stars
